g,t,b,e,att,k,n_g,n_g_valid,n_c,t_label,cohort
174,47,151,-127,0.0042655244973638096,-2,5,5,112,2022-11-26,C5
174,48,152,-126,0.006141204292530303,-2,5,5,112,2022-12-03,C5
174,49,153,-125,0.020848975245447633,-2,5,5,112,2022-12-10,C5
174,50,154,-124,0.05001594837355128,-2,5,5,112,2022-12-17,C5
174,51,155,-123,0.06092366033632181,-2,5,5,112,2022-12-24,C5
174,52,156,-122,0.10909466511260998,-2,5,5,112,2022-12-31,C5
174,53,157,-121,0.0017846022174105858,-2,5,5,112,2023-01-07,C5
174,54,158,-120,0.030472719829572028,-2,5,5,112,2023-01-14,C5
174,57,161,-117,-0.024038904406458644,-2,5,5,112,2023-02-04,C5
174,58,162,-116,-0.00847412051485815,-2,5,5,112,2023-02-11,C5
174,59,163,-115,0.00918831471423139,-2,5,5,112,2023-02-18,C5
174,60,164,-114,-0.0466085891663046,-2,5,5,112,2023-02-25,C5
174,61,165,-113,0.02588384463483584,-2,5,5,112,2023-03-04,C5
174,62,166,-112,0.020926934320837615,-2,5,5,112,2023-03-11,C5
174,63,167,-111,-0.002554889299663585,-2,5,5,112,2023-03-18,C5
174,64,168,-110,0.009076138367262508,-2,5,5,112,2023-03-25,C5
174,65,169,-109,0.0033544611519637805,-2,5,5,112,2023-04-01,C5
174,66,170,-108,0.021225181065257753,-2,5,5,112,2023-04-08,C5
174,67,171,-107,0.011222929818638247,-2,5,5,112,2023-04-15,C5
174,68,172,-106,0.015966548479587773,-2,5,5,112,2023-04-22,C5
174,69,173,-105,0.019588808943604152,-2,5,5,112,2023-04-29,C5
174,70,122,-104,0.03207577906874812,-1,5,5,112,2023-05-06,C5
174,71,123,-103,0.037428426934415976,-1,5,5,112,2023-05-13,C5
174,72,124,-102,0.015329091114138656,-1,5,5,112,2023-05-20,C5
174,73,125,-101,0.015344334651215583,-1,5,5,112,2023-05-27,C5
174,74,126,-100,0.014283398118784232,-1,5,5,112,2023-06-03,C5
174,75,127,-99,0.021512868456724652,-1,5,5,112,2023-06-10,C5
174,76,128,-98,0.01761955526377734,-1,5,5,112,2023-06-17,C5
174,77,129,-97,0.025534910486386536,-1,5,5,112,2023-06-24,C5
174,78,130,-96,0.008164931675661093,-1,5,5,112,2023-07-01,C5
174,79,131,-95,0.02276714717270728,-1,5,5,112,2023-07-08,C5
174,80,132,-94,-0.0021330860171449462,-1,5,5,112,2023-07-15,C5
174,81,133,-93,0.00712174004385753,-1,5,5,112,2023-07-22,C5
174,82,134,-92,-0.0026010407611638253,-1,5,5,112,2023-07-29,C5
174,83,135,-91,-0.03284237918533715,-1,5,5,112,2023-08-05,C5
174,84,136,-90,-0.0433037236502337,-1,5,5,112,2023-08-12,C5
174,85,137,-89,-0.010070269032835966,-1,5,5,112,2023-08-19,C5
174,86,138,-88,-0.017402014868725946,-1,5,5,112,2023-08-26,C5
174,87,139,-87,-0.022707965167119877,-1,5,5,112,2023-09-02,C5
174,88,140,-86,-0.03014058292904825,-1,5,5,112,2023-09-09,C5
174,92,144,-82,0.006082263398709697,-1,5,5,112,2023-10-07,C5
174,93,145,-81,0.006957838399856975,-1,5,5,112,2023-10-14,C5
174,94,146,-80,5.793146910918162e-05,-1,5,5,112,2023-10-21,C5
174,95,147,-79,0.002569491387533363,-1,5,5,112,2023-10-28,C5
174,96,148,-78,0.03607362017275025,-1,5,5,112,2023-11-04,C5
174,97,149,-77,0.03926040031705683,-1,5,5,112,2023-11-11,C5
174,98,150,-76,0.003461045133189998,-1,5,5,112,2023-11-18,C5
174,99,151,-75,0.0032647573627737347,-1,5,5,112,2023-11-25,C5
174,100,152,-74,-0.019018437890112934,-1,5,5,112,2023-12-02,C5
174,101,153,-73,-0.002117645056978,-1,5,5,112,2023-12-09,C5
174,102,154,-72,0.037117348829186665,-1,5,5,112,2023-12-16,C5
174,103,155,-71,0.006828462742703739,-1,5,5,112,2023-12-23,C5
174,104,156,-70,0.07115677534597965,-1,5,5,112,2023-12-30,C5
174,105,157,-69,0.00954794246423718,-1,5,5,112,2024-01-06,C5
174,106,158,-68,0.015947168581989173,-1,5,5,112,2024-01-13,C5
174,107,159,-67,0.04325657074454875,-1,5,5,112,2024-01-20,C5
174,111,163,-63,0.010210429672384481,-1,5,5,112,2024-02-17,C5
174,112,164,-62,-0.028953728001793105,-1,5,5,112,2024-02-24,C5
174,113,165,-61,0.02715412028516423,-1,5,5,112,2024-03-02,C5
174,114,166,-60,0.010526780594097456,-1,5,5,112,2024-03-09,C5
174,115,167,-59,0.0038963420533550605,-1,5,5,112,2024-03-16,C5
174,116,168,-58,0.024373631836732173,-1,5,5,112,2024-03-23,C5
174,117,169,-57,-0.010477152952784334,-1,5,5,112,2024-03-30,C5
174,118,170,-56,-0.05000633203101956,-1,5,5,112,2024-04-06,C5
174,119,171,-55,-0.02171869035448748,-1,5,5,112,2024-04-13,C5
174,120,172,-54,0.0030314125371566033,-1,5,5,112,2024-04-20,C5
174,121,173,-53,-0.0029625878392988587,-1,5,5,112,2024-04-27,C5
174,174,122,0,-0.06405035355278613,1,5,5,112,2025-05-03,C5
174,175,123,1,0.03855942209751439,1,5,5,112,2025-05-10,C5
174,176,124,2,0.009649187042499651,1,5,5,112,2025-05-17,C5
174,177,125,3,0.010330810214287575,1,5,5,112,2025-05-24,C5
174,178,126,4,-0.020357643522365465,1,5,5,112,2025-05-31,C5
174,179,127,5,-0.0037111499176728426,1,5,5,112,2025-06-07,C5
174,180,128,6,0.014559871184301812,1,5,5,112,2025-06-14,C5
174,181,129,7,-0.0036147966923842385,1,5,5,112,2025-06-21,C5
174,182,130,8,-0.008606519620927866,1,5,5,112,2025-06-28,C5
174,183,131,9,0.0026537576099558246,1,5,5,112,2025-07-05,C5
174,184,132,10,-0.0044914681925462795,1,5,5,112,2025-07-12,C5
174,185,133,11,-0.00016123559980397474,1,5,5,112,2025-07-19,C5
174,186,134,12,0.02320946876611245,1,5,5,112,2025-07-26,C5
174,187,135,13,0.004300129122075636,1,5,5,112,2025-08-02,C5
174,188,136,14,0.014736295324682243,1,5,5,112,2025-08-09,C5
